"Season","Name","Team","WAR","playerid"
"1930","Jack Burns","SLB","0.2","1001711"
"1914","Olaf Henriksen","BOS","0.3","1005663"
"1902","Scoops Carey","WAS","1.9","1001947"
"1876","John Maloney","NYM","0.1","1008040"
"1913","Otto Hess","BSN","1.0","1005749"
"1951","Al Rosen","CLE","4.0","1011208"
"1955","Jackie Jensen","BOS","3.8","1006398"
"1912","Rip Williams","WAS","1.2","1014033"
"1939","Bill Clemensen","PIT","0.1","1002331"
"1939","Bob Repass","STL","0.0","1010839"
"1938","Alex Pitko","PHI","-0.1","1010371"
"2000","Kevin Millar","FLA","1.9","529"
"1934","Gus Suhr","PIT","2.6","1012674"
"1963","Bill White","STL","5.1","1013855"
"1991","Kent Hrbek","MIN","2.7","1006117"
"1897","Jesse Hoffmeister","PIT","0.3","1005909"
"1923","Irish Meusel","NYG","2.6","1008818"
"1935","Spud Davis","STL","2.1","1003078"
"2006","Morgan Ensberg","HOU","3.8","556"
"1939","Bobby Doerr","BOS","2.5","1003355"
"1966","Rick Reichardt","CAL","2.3","1010791"
"2018","Xander Bogaerts","BOS","4.9","12161"
"1948","Bob Lemon","CLE","1.6","1007517"
"1957","Hank Sauer","NYG","1.1","1011459"
"1999","Ken Caminiti","HOU","1.6","1001863"
"1941","Jim Hegan","CLE","0.3","1005582"
"1987","Phil Bradley","SEA","3.4","1001313"
"1915","Tom Long","STL","3.2","1007740"
"1939","Jumbo Brown","NYG","0.1","1001533"
"2001","Scott Rolen","PHI","5.6","970"
"2019","Trey Mancini","BAL","3.7","15149"
"2019","Franchy Cordero","SDP","0.2","14567"
"1941","Dave Philley","CHW","0.1","1010285"
"1919","Braggo Roth","- - -","2.2","1011238"
"2014","Justin Morneau","COL","2.3","1737"
"1952","Bobby Morgan","BRO","1.7","1009172"
"1890","Jumbo Davis","- - -","1.0","1003063"
"1930","Rogers Hornsby","CHC","0.4","1006030"
"1889","Paul Hines","IND","2.7","1005845"
"1898","Fred Tenney","BSN","3.3","1012916"
"1924","Elam Vangilder","SLB","0.4","1013355"
"2002","Steve Finley","ARI","4.2","54"
"1894","Art Twineham","STL","0.1","1013241"
"1996","John Olerud","TOR","2.6","1093"
"1977","Bill Robinson","PIT","2.3","1011054"
"1875","Nealy Phelps","NYM","0.1","1010278"
"1939","Willard Hershberger","CIN","1.3","1005742"
"1975","Tim Hosley","CHC","1.1","1006042"
"1947","Taffy Wright","CHW","1.9","1014296"
"2004","Brad Wilkerson","MON","5.0","804"
"1971","Phil Gagliano","BOS","0.5","1004425"
"1965","Jimmy Wynn","HOU","6.4","1014313"
"1971","Sal Bando","OAK","6.3","1000505"
"1978","Gary Matthews","ATL","3.1","1008255"
"1996","Mark Grace","CHC","3.9","56"
"1960","Norm Sherry","LAD","1.1","1011884"
"2009","Carlos Gonzalez","COL","2.0","7287"
"1997","Moises Alou","FLA","3.3","261"
"1957","Wes Covington","MIL","2.1","1002687"
"2011","Andruw Jones","NYY","1.5","96"
"1952","Minnie Minoso","CHW","4.3","1008984"
"1947","Hoot Evers","DET","2.9","1003875"
"2001","Mike Hampton","COL","1.2","430"
"1967","Mickey Mantle","NYY","3.7","1008082"
"1918","Frank Baker","NYY","4.5","1000453"
"1976","John Milner","NYM","2.9","1008965"
"1922","Tex Jeanes","CLE","0.0","1006375"
"1922","Speed Martin","CHC","0.0","1008197"
"1922","Doug McWeeny","CHW","0.0","1008698"
"1923","Bill Sherdel","STL","1.0","1011869"
"1970","Ed Spiezio","SDP","3.1","1012340"
"1952","Del Ennis","PHI","3.3","1003786"
"1983","Lonnie Smith","STL","3.9","1012176"
"2010","Corey Hart","MIL","2.9","1945"
"1899","Jimmy Sheckard","BAL","4.3","1011843"
"1945","Joe Kuhel","WAS","3.9","1007202"
"1984","Wade Boggs","BOS","6.0","1001124"
"1921","Earl Sheely","CHW","2.2","1011850"
"1979","Ben Oglivie","MIL","3.0","1009746"
"1930","Harry McCurdy","PHI","0.4","1008439"
"1995","Warren Newson","- - -","0.7","1009549"
"1911","Josh Clarke","BSN","0.5","1002294"
"1953","Sherm Lollar","CHW","3.1","1007714"
"1884","James Lehan","WST","0.0","1007482"
"2008","Geovany Soto","CHC","3.0","3707"
"1999","Tim Salmon","ANA","2.0","32"
"1991","Lloyd McClendon","PIT","0.7","1008394"
"2001","Carlos Beltran","KCR","5.4","589"
"1914","Roger Bresnahan","CHC","2.6","1001396"
"2019","Marcus Semien","OAK","7.6","12533"
"1891","Sam Thompson","PHI","3.7","1013024"
"1936","Joe Vosmik","CLE","1.3","1013456"
"1980","Mike Hargrove","CLE","3.3","1005361"
"1910","Hans Lobert","CIN","3.0","1007684"
"1952","Bob Nieman","SLB","2.2","1009587"
"2001","Richie Sexson","MIL","2.9","709"
"1970","Wes Parker","LAD","5.1","1010009"
"1960","Rocky Nelson","PIT","1.7","1009510"
"1993","Craig Biggio","HOU","4.7","549"
"1973","Joe Ferguson","LAD","4.9","1003990"
"1963","Earl Battey","MIN","4.9","1000670"
"1939","Skeeter Scalzi","NYG","0.2","1011488"
"1940","Lynn Nelson","DET","0.3","1009505"
"2020","Andrew Knapp","PHI","0.5","14942"
"1935","Ted Petoskey","CIN","0.0","1010243"
"1915","Vean Gregg","BOS","0.3","1005022"
"1879","Jim O'Rourke","PRO","3.3","1009839"
"1999","Rob Ducey","PHI","1.5","1003520"
"1939","Frank Demaree","NYG","2.9","1003190"
"2019","Max Muncy","LAD","4.8","13301"
"1996","Steve Bourgeois","SFG","0.2","1001237"
"1949","Ferris Fain","PHA","2.5","1003902"
"1987","Rafael Palmeiro","CHC","0.4","1266"
"1996","Dean Palmer","TEX","3.0","482"
"2008","Gregorio Petit","OAK","0.2","3812"
"1938","Pinky Higgins","BOS","1.5","1005793"
"1939","Bill Lillard","PHA","0.1","1007604"
"1987","Jim Eppard","CAL","0.0","1003796"
"2013","Carlos Quentin","SDP","1.6","6274"
"1928","Johnny Mann","CHW","0.0","1008071"
"1938","Al Epperly","CHC","0.1","1003797"
"1949","Charlie Keller","NYY","0.5","1006768"
"1895","Pop Schriver","NYG","0.2","1011616"
"1997","Carlos Delgado","TOR","1.8","1297"
"2015","Greg Bird","NYY","1.1","14131"
"1941","Babe Young","NYG","2.5","1014363"
"1923","Johnny Bassler","DET","2.8","1000646"
"1994","Manny Ramirez","CLE","1.5","210"
"2004","Johnny Damon","BOS","4.3","185"
"1967","Jack Hiatt","SFG","1.3","1005762"
"1948","Bobby Brown","NYY","2.0","1001496"
"2019","Mike Ford","NYY","0.8","15585"
"1934","Ed Coleman","PHA","1.2","1002421"
"2008","Jack Cust","OAK","2.1","1564"
"1978","Jose Cruz","HOU","4.8","1002841"
"1952","Roy Campanella","BRO","4.2","1001871"
"1939","Joe Schultz","PIT","0.1","1011641"
"1984","Jeffrey Leonard","SFG","3.3","1007535"
"1934","Ivy Andrews","SLB","0.5","1000253"
"1914","Ivey Wingo","STL","2.1","1014133"
"1996","Paul Molitor","MIN","2.5","1009040"
"1974","Hank Aaron","ATL","2.1","1000001"
"1999","Johnny Damon","KCR","4.3","185"
"2005","Matt Holliday","COL","2.6","1873"
"1896","Bill Hallman","PHI","1.6","1005257"
"1984","Claudell Washington","ATL","2.6","1013654"
"1996","Tim Raines","NYY","1.1","1406"
"2015","Matt Carpenter","STL","5.3","8090"
"1993","Barry Larkin","CIN","3.5","335"
"1911","Hans Lobert","PHI","3.2","1007684"
"1924","Jimmie Dykes","PHA","1.7","1003617"
"2019","Jorge Bonifacio","KCR","0.1","12174"
"1949","Whitey Lockman","NYG","3.5","1007694"
"2003","Hank Blalock","TEX","4.8","1419"
"1987","Robin Yount","MIL","3.2","1014396"
"1984","Tim Raines","MON","6.7","1406"
"1927","Dick Bartell","PIT","0.0","1000621"
"1927","Jim Beckman","CIN","0.0","1000756"
"1927","Wally Roettger","STL","-0.1","1011125"
"2015","J.D. Martinez","DET","5.2","6184"
"1986","Darryl Strawberry","NYM","3.4","1012606"
"1926","Joe Poetz","NYG","0.0","1010408"
"1980","Andre Dawson","MON","6.0","1003091"
"2005","Mark Sweeney","SDP","1.8","1408"
"1898","Duff Cooley","PHI","3.0","1002579"
"1914","George Anderson","BKF","2.3","1000227"
"1963","Ed Bailey","SFG","3.4","1000421"
"1922","Tommy Griffith","BRO","1.7","1005053"
"2000","Tony Clark","DET","0.9","182"
"1999","Tony Gwynn","SDP","2.1","1005166"
"2014","A.J. Pollock","ARI","2.9","9256"
"2011","Henry Blanco","ARI","0.9","81"
"1942","Jeff Heath","CLE","3.9","1005560"
"1981","Willie Aikens","KCR","2.1","1000090"
"2020","Curt Casali","CIN","0.7","12510"
"2008","David Ortiz","BOS","1.8","745"
"1938","Rip Radcliff","CHW","1.5","1010634"
"1920","Hy Myers","BRO","4.1","1009423"
"1950","Floyd Baker","CHW","1.4","1000452"
"2009","Johnny Damon","NYY","3.6","185"
"1918","Eddie Collins","CHW","3.1","1002451"
"1962","Johnny Romano","CLE","4.9","1011165"
"1894","Bill Hutchison","CHI","0.0","1006235"
"1929","Trader Horne","CHC","0.1","1006028"
"1999","Tony Graffanino","TBD","1.4","235"
"2010","Logan Morrison","FLA","1.0","9205"
"2003","Mike Sweeney","KCR","1.6","634"
"1969","Chico Salmon","BAL","0.6","1011386"
"1983","Don Baylor","NYY","3.1","1000700"
"1998","Jack Howell","HOU","0.1","1006099"
"1998","Damon Buford","BOS","0.9","1001635"
"1965","Tony Horton","BOS","0.5","1006037"
"1948","Dom DiMaggio","BOS","3.5","1003310"
"1921","Dave Robertson","- - -","0.9","1011027"
"1896","Jouett Meekin","NYG","1.1","1008724"
"1979","Davey Lopes","LAD","4.6","1007750"
"1918","Bob Fisher","STL","2.8","1004076"
"2016","Corey Seager","LAD","6.9","13624"
"1946","Pete Reiser","BRO","3.7","1010814"
"1954","Joe Collins","NYY","2.2","1002456"
"1884","Fred Pfeffer","CHI","5.6","1010263"
"1937","Gene Corbett","PHI","0.1","1002609"
"1998","Bob Henley","MON","1.2","1005650"
"1939","Les Powers","PHI","0.1","1010501"
"1915","Tex McDonald","BUF","1.1","1008468"
"1919","Jim Thorpe","- - -","0.8","1013044"
"2003","Tike Redman","PIT","1.7","1003"
"1925","Willie Kamm","CHW","3.4","1006683"
"1988","Paul Molitor","MIL","5.3","1009040"
"1971","Bobby Grich","BAL","0.6","1005033"
"2007","Robert Andino","FLA","0.0","4900"
"2000","Greg Vaughn","TBD","2.2","1233"
"1996","Phil Nevin","DET","0.7","1049"
"1950","Woody Main","PIT","0.1","1008002"
"1911","Bris Lord","PHA","3.8","1007759"
"1936","Jackie Hayes","CHW","2.5","1005528"
"1923","Doc Prothro","WAS","0.2","1010547"
"1988","Andy Van Slyke","PIT","6.4","1013363"
"1972","Reggie Jackson","OAK","4.8","1006308"
"1932","Ernie Orsatti","STL","1.1","1009850"
"1956","Jim Lemon","WAS","1.8","1007520"
"1938","Mike Kreevich","CHW","2.6","1007151"
"1977","Willie McCovey","SFG","2.1","1008423"
"1967","Bill Freehan","DET","5.8","1004315"
"1982","Gorman Thomas","MIL","4.8","1012979"
"1948","Bob Wellman","PHA","0.0","1013764"
"1994","Rex Hudler","CAL","1.0","1006131"
"1895","Cupid Childs","CLE","2.4","1002186"
"2007","Matt Diaz","ATL","2.3","1771"
"1984","Fred Lynn","CAL","3.9","1007872"
"1952","Gene Conley","BSN","0.1","1002507"
"1951","Hank Edwards","- - -","0.7","1003687"
"1993","Todd Pratt","PHI","0.6","968"
"1965","Tony Conigliaro","BOS","3.2","1002502"
"2003","Craig Wilson","PIT","1.8","1015"
"1938","Ernie Koy","BRO","2.6","1007129"
"1926","Topper Rigney","BOS","3.9","1010962"
"1931","Gabby Hartnett","CHC","2.7","1005458"
"1925","Eddie Moore","PIT","3.4","1009104"
"1983","Gary Pettis","CAL","0.6","1010249"
"1931","Bibb Falk","CLE","0.4","1003911"
"1913","Ed Konetchy","STL","3.8","1007093"
"2011","Brett Pill","SFG","0.6","5834"
"1934","Tom Padden","PIT","1.7","1009943"
"1904","Jake Beckley","STL","4.3","1000754"
"2005","Jeff Francoeur","ATL","3.0","4792"
"1946","Johnny Lipon","DET","0.1","1007645"
"1941","Red Ruffing","NYY","1.2","1011296"
"1886","Sam Thompson","DET","4.1","1013024"
"2020","Lourdes Gurriel Jr.","TOR","1.2","19238"
"1936","Bill Lewis","BSN","0.5","1007577"
"1990","Ken Griffey Jr.","SEA","5.0","327"
"1892","Mike Griffin","BRO","4.5","1005047"
"1967","Jerry Kenney","NYY","0.6","1006840"
"1901","Bobby Wallace","STL","7.1","1013542"
"1976","Dave Parker","PIT","3.6","1010000"
"1887","Jim Fogarty","PHI","5.3","1004191"
"1929","Sam Rice","WAS","2.8","1010900"
"1996","Matt Williams","SFG","2.6","77"
"1956","Gus Bell","CIN","1.4","1000809"
"2019","Matt Joyce","ATL","1.2","3353"
"1970","Don Buford","BAL","4.3","1001636"
"1935","Hal Warnock","SLB","0.0","1013638"
"1946","Roy Partee","BOS","0.8","1010032"
"1994","Mike Huff","TOR","1.4","1006145"
"1999","Tony Clark","DET","2.9","182"
"1963","Merritt Ranew","CHC","1.3","1010695"
"1990","Jay Buhner","SEA","0.4","1001638"
"2017","Domingo Santana","MIL","3.3","10348"
"1933","Hal Trosky","CLE","0.2","1013190"
"1947","Phil Cavarretta","CHC","2.1","1002093"
"1895","Nig Cuppy","CLE","0.8","1002884"
"1914","Jim Delahanty","BKF","1.0","1003157"
"1955","Gene Stephens","BOS","1.1","1012493"
"1998","Ellis Burks","- - -","1.6","372"
"1936","Ival Goodman","CIN","2.7","1004857"
"1923","Muddy Ruel","WAS","3.2","1011290"
"1944","Rudy York","DET","3.2","1014354"
"1994","Bret Boone","CIN","1.5","1067"
"1986","Ty Gainey","HOU","0.6","1004436"
"2017","Kurt Suzuki","ATL","1.5","8259"
"1945","Jack Saltzgaver","PIT","0.7","1011388"
"1986","Tony Gwynn","SDP","6.2","1005166"
"2003","Derek Jeter","NYY","4.1","826"
"1939","Earl Averill","- - -","0.8","1000378"
"1985","Mike Marshall","LAD","3.1","1008145"
"1949","Vic Lombardi","PIT","0.6","1007722"
"1916","Jake Daubert","BRO","4.0","1003005"
"1940","Lou Boudreau","CLE","6.5","1001234"
"2001","John Olerud","SEA","4.6","1093"
"1925","Bobby Veach","- - -","0.0","1013388"
"1892","Elmer Smith","PIT","3.2","1012134"
"1929","Jack Scott","NYG","0.3","1011683"
"1972","Joe Rudi","OAK","5.3","1011283"
"1937","Mel Mazzera","SLB","0.0","1008317"
"2009","Justin Morneau","MIN","3.3","1737"
"2020","Mitch Moreland","- - -","0.9","3086"
"1960","Wally Moon","LAD","3.7","1009085"
"1891","Arlie Latham","CIN","6.1","1007371"
"1925","George Kelly","NYG","3.9","1006799"
"1873","Levi Meyerle","PWS","1.6","1008830"
"1949","Mickey Vernon","CLE","4.4","1013416"
"1921","Bernie Henderson","CLE","0.0","1005628"
"1961","Al Smith","CHW","2.7","1012090"
"1949","Bud Stewart","WAS","1.3","1012517"
"2015","Andres Blanco","PHI","1.6","1907"
"1951","Clyde McCullough","PIT","2.3","1008435"
"2007","Placido Polanco","DET","5.3","1176"
"2012","John Jaso","SEA","2.0","5887"
"1890","Joe Visner","PBU","2.0","1013441"
"1914","Bob Clemens","SLB","0.0","1002332"
"1967","George Scott","BOS","4.4","1011682"
"1992","Brett Butler","LAD","4.6","1001772"
"1925","Abie Hood","BSN","0.0","1005993"
"1978","Cecil Cooper","MIL","2.8","1002592"
"1993","Ron Gant","ATL","5.7","1032"
"1945","Bob Johnson","BOS","3.1","1006428"
"1956","Hank Sauer","STL","1.1","1011459"
"1953","Frank Thomas","PIT","2.1","1012976"
"1888","Mike Tiernan","NYG","5.0","1013062"
"1998","Jesse Levis","MIL","0.3","1007569"
"1898","Win Mercer","WAS","1.2","1008778"
"1918","Rogers Hornsby","STL","5.1","1006030"
"1914","Rebel Oakes","PRB","3.4","1009672"
"1939","Bill Nicholson","CHC","1.0","1009554"
"1947","Sam Mele","BOS","1.8","1008747"
"1952","Monte Irvin","NYG","0.7","1006275"
"2003","Garret Anderson","ANA","5.1","2"
"2013","Jose Bautista","TOR","4.1","1887"
"1999","Omar Vizquel","CLE","6.0","411"
"1949","Dick Culler","NYG","0.1","1002858"
"1935","Doc Farrell","BOS","0.0","1003941"
"1921","Johnny Bassler","DET","2.3","1000646"
"1902","Heinie Peitz","CIN","2.6","1010131"
"2002","Richie Sexson","MIL","2.9","709"
"1952","Mel Clark","PHI","1.1","1002297"
"1958","Ken Boyer","STL","5.3","1001283"
"1938","Lou Boudreau","CLE","0.0","1001234"
"1938","Tom Kane","BSN","0.0","1006693"
"1938","Jim Winford","BRO","0.0","1014128"
"1980","John Lowenstein","BAL","1.1","1007790"
"1956","Dick Hall","PIT","0.2","1005241"
"1952","Jim Dyck","SLB","2.7","1003611"
"1960","Jerry Walker","BAL","0.6","1013523"
"1999","Rondell White","MON","3.1","856"
"1966","Ron Fairly","LAD","2.0","1003907"
"1930","Rube Bressler","BRO","2.1","1001398"
"2001","Jeff Kent","SFG","4.9","1119"
"2006","Brandon Harper","WSN","0.3","2387"
"2017","Pedro Florimon","PHI","0.6","8385"
"2015","Justin Turner","LAD","3.9","5235"
"1931","Tony Cuccinello","CIN","4.6","1002848"
"1991","Nelson Liriano","KCR","0.2","1007650"
"1967","Bob Allison","MIN","3.0","1000166"
"2012","Austin Jackson","DET","5.1","9848"
"1896","Jimmy Ryan","CHI","1.4","1011341"
"1982","Luis Aguayo","PHI","0.3","1000085"
"2017","Austin Jackson","CLE","1.8","9848"
"2010","Buster Posey","SFG","4.0","9166"
"1892","Pete Browning","- - -","2.3","1001554"
"1984","Buddy Bell","TEX","6.5","1000799"
"1987","Chris James","PHI","2.8","1006347"
"1895","Herman Long","BSN","2.2","1007731"
"1929","Harry Rice","DET","1.3","1010895"
"2002","Danny Bautista","ARI","0.3","47"
"2008","Prince Fielder","MIL","1.3","4613"
"1936","Lyn Lary","SLB","1.7","1007365"
"2009","Andre Ethier","LAD","2.2","6265"
"1901","Willie Keeler","BRO","3.3","1006747"
"1980","Dwight Evans","BOS","3.1","1003865"
"1910","Danny Murphy","PHA","4.2","1009352"
"2008","Kelly Shoppach","CLE","3.0","3867"
"2007","Carlos Lee","HOU","2.6","243"
"1987","Andy Van Slyke","PIT","5.1","1013363"
"1926","Bill Terry","NYG","1.3","1012927"
"1931","Pepper Martin","STL","2.3","1008189"
"2017","Teoscar Hernandez","- - -","0.5","13066"
"2002","Kevin Jarvis","SDP","0.2","1037"
"1986","Gary Matthews","CHC","0.2","1008255"
"1929","Bill Dickey","NYY","2.9","1003271"
"1965","Don Drysdale","LAD","2.5","1003516"
"1897","Les German","WAS","0.2","1004636"
"1917","Zack Wheat","BRO","2.9","1013828"
"1912","Bill Burns","DET","0.2","1001701"
"1944","Paul O'Dea","CLE","0.9","1009723"
"1931","Dick Porter","CLE","1.2","1010451"
"1983","Rance Mulliniks","TOR","2.7","1009309"
"1954","Hank Bauer","NYY","2.5","1000679"
"1924","Gene Robertson","SLB","2.0","1011035"
"1923","Homer Summa","CLE","1.0","1012717"
"1977","Leroy Stanton","SEA","2.7","1012420"
"1924","Heinie Manush","DET","1.8","1008089"
"1978","Eddie Murray","BAL","4.3","1009386"
"1940","Lou Finney","BOS","1.8","1004059"
"1979","Jim Kaat","PHI","0.0","1006660"
"2016","Adrian Beltre","TEX","5.5","639"
"1950","Tommy Fine","SLB","0.1","1004050"
"1985","Rance Mulliniks","TOR","3.3","1009309"
"1892","Tom Kinslow","BRO","1.8","1006952"
"1973","Greg Shanahan","LAD","0.0","1011787"
"1923","Pat Duncan","CIN","2.7","1003555"
"1985","Charlie O'Brien","OAK","0.2","1009685"
"2006","Marcus Thames","DET","1.7","1523"
"1969","Bobby Bonds","SFG","6.2","1001157"
"1931","Ray Blades","STL","0.0","1001023"
"1940","Moose Solters","CHW","2.7","1012270"
"1989","Jay Buhner","SEA","1.3","1001638"
"1922","Russ Wrightstone","PHI","1.8","1014294"
"1902","Bill Keister","WAS","2.3","1006763"
"1999","Paul Konerko","CHW","1.9","242"
"1900","Jack Clements","BSN","0.3","1002338"
"1993","Jerry Brooks","LAD","0.1","1001474"
"1962","Johnny Weekly","HOU","0.2","1013725"
"1977","Bobby Bonds","CAL","5.0","1001157"
"2003","Mike Lowell","FLA","4.1","527"
"1973","Rich Coggins","BAL","3.5","1002397"
"1964","Ken Boyer","STL","6.0","1001283"
"2014","Rafael Ynoa","COL","0.5","2832"
"1944","Oscar Grimes","NYY","2.9","1005064"
"1968","Al Kaline","DET","3.2","1006678"
"1990","Andy Van Slyke","PIT","4.4","1013363"
"1953","Eddie Joost","PHA","1.5","1006604"
"1935","Sam Leslie","BRO","2.6","1007559"
"1954","Cass Michaels","CHW","2.7","1008836"
"1928","Bob Meusel","NYY","2.5","1008817"
"1971","Cecil Cooper","BOS","0.2","1002592"
"1892","Jocko Fields","NYG","0.2","1004029"
"1941","Ken Keltner","CLE","4.3","1006821"
"1948","Charlie Keller","NYY","1.1","1006768"
"1931","Fred Schulte","SLB","2.3","1011632"
"1937","Gene Moore","BSN","5.2","1009110"
"1993","Jay Bell","PIT","6.6","48"
"1921","Rube Bressler","CIN","1.3","1001398"
"1969","Don Buford","BAL","4.7","1001636"
"1937","Lyn Lary","CLE","3.3","1007365"
"1955","George Shuba","BRO","0.2","1011940"
"1938","Sam Chapman","PHA","1.0","1002152"
"1940","Alex Mustaikis","BOS","0.1","1009411"
"1963","Frank Howard","LAD","3.6","1006080"
"1936","Billy Werber","BOS","1.5","1013783"
"1911","Red Dooin","PHI","1.3","1003401"
"1923","John Kelleher","CHC","0.7","1006777"
"1924","Fred Haney","DET","1.8","1005305"
"1911","Red Murray","NYG","2.6","1009397"
"2016","Jean Segura","ARI","5.0","5933"
"1891","Oyster Burns","BRO","2.6","1001716"
"1979","John Milner","PIT","1.4","1008965"
"1938","Zeke Bonura","WAS","2.0","1001176"
"1986","Robin Yount","MIL","2.4","1014396"
"1978","Bob Horner","ATL","2.3","1006026"
"1957","Larry Doby","CHW","2.4","1003346"
"2015","Nolan Arenado","COL","4.5","9777"
"1933","Carl Reynolds","SLB","1.5","1010864"
"1929","Cliff Heathcote","CHC","1.1","1005559"
"1919","Larry Doyle","NYG","3.9","1003467"
"1919","George Burns","PHA","2.0","1001709"
"1951","Eddie Stanky","NYG","5.0","1012406"
"2008","Jeff Bailey","BOS","0.2","2394"
"1902","Harry Davis","PHA","3.1","1003053"
"1997","Tim Naehring","BOS","2.1","1009433"
"2017","Justin Smoak","TOR","3.6","9054"
"1998","Tim Laker","- - -","0.0","1681"
"2019","Bryan Reynolds","PIT","3.1","19326"
"1993","Dwight Smith","CHC","1.7","1012125"
"1943","Stan Spence","WAS","4.5","1012328"
"1889","Blondie Purcell","PHA","2.0","1010569"
"1914","Ernie Walker","SLB","0.6","1013515"
"1901","Lefty Davis","- - -","3.0","1003066"
"1997","Scott Rolen","PHI","4.2","970"
"1974","Rick Auerbach","LAD","0.3","1000362"
"2008","Ronnie Belliard","WSN","1.5","677"
"1912","Joe Wood","BOS","0.8","1014224"
"1991","Harold Baines","OAK","2.5","1000434"
"1891","Con Daily","BRO","1.5","1002932"
"1901","Dave Brain","CHW","0.1","1001335"
"1920","Casey Stengel","PHI","1.6","1012481"
"1974","Ken Henderson","CHW","4.6","1005634"
"1933","Bill Terry","NYG","3.8","1012927"
"1942","Dixie Walker","BRO","2.7","1013512"
"2000","Corey Koskie","MIN","2.6","738"
"1977","Bob Watson","HOU","4.8","1013677"
"2001","Derek Jeter","NYY","4.2","826"
"1943","Ernie Lombardi","NYG","2.0","1007718"
"1940","Phil Cavarretta","CHC","1.1","1002093"
"1989","Von Hayes","PHI","4.9","1005531"
"1989","Gary Redus","PIT","2.4","1010758"
"1955","Mickey Vernon","WAS","2.4","1013416"
"1922","Harry McCurdy","STL","0.2","1008439"
"1951","Clyde Kluttz","- - -","1.1","1007021"
"1905","Sherry Magee","PHI","5.5","1007965"
"2015","Corey Dickerson","COL","0.6","10762"
"1966","Curt Blefary","BAL","3.1","1001068"
"1929","Del Bissonette","BRO","0.7","1000997"
"2007","Jimmy Rollins","PHI","6.5","971"
"1987","Willie Randolph","NYY","4.7","1010694"
"1982","Greg Luzinski","CHW","2.9","1007855"
"1933","Lefty O'Doul","- - -","2.7","1009734"
"1924","Mule Watson","NYG","0.4","1013682"
"1978","Bobby Bonds","- - -","4.6","1001157"
"1937","Fabian Gaffke","BOS","0.0","1004424"
"1997","Bob Hamelin","DET","1.2","1005269"
"1958","Andy Carey","NYY","3.4","1001943"
"2006","Jeremy Brown","OAK","0.0","4512"
"1950","Joe Page","NYY","0.1","1009951"
"1923","Willie Kamm","CHW","4.2","1006683"
"1875","Frank Thompson","BKA","0.1","1013006"
"1943","Nick Etten","NYY","2.9","1003848"
"1998","Rusty Greer","TEX","3.2","1252"
"1948","Johnny Lipon","DET","3.0","1007645"
"1922","Frank Brower","WAS","2.1","1001489"
"1942","Babe Phelps","PIT","1.8","1010275"
"2015","A.J. Pollock","ARI","6.8","9256"
"1939","Tommy Henrich","NYY","2.4","1005664"
"2000","Roberto Alomar","CLE","5.0","860"
"1984","Jose Cruz","HOU","5.6","1002841"
"1988","Donell Nixon","SFG","1.0","1009607"
"1895","Elmer Smith","PIT","1.8","1012134"
"2007","Derek Jeter","NYY","3.6","826"
"2006","Mark Teahen","KCR","3.0","4511"
"2014","Buster Posey","SFG","7.6","9166"
"1975","Mike Hargrove","TEX","3.6","1005361"
"2008","Justin Morneau","MIN","3.3","1737"
"1904","Frank Schulte","CHC","0.6","1011631"
"1975","Steve Garvey","LAD","4.8","1004557"
"1982","Rick Monday","LAD","1.2","1009051"
"1930","Spud Davis","PHI","1.1","1003078"
"2002","Miguel Tejada","OAK","4.5","941"
"1944","Bobby Estalella","PHA","3.2","1003837"
"1979","Eddie Murray","BAL","4.9","1009386"
"1910","Rube Oldring","PHA","4.3","1009764"
"2015","Kris Bryant","CHC","6.1","15429"
"1927","Babe Herman","BRO","2.1","1005691"
"1911","Cozy Dolan","NYH","0.6","1003361"
"1981","Ken Singleton","BAL","1.8","1012011"
"1970","Denis Menke","HOU","3.6","1008766"
"1979","Ted Simmons","STL","3.9","1011986"
"1896","Tom Brown","WAS","1.2","1001562"
"1991","Brian Downing","TEX","2.2","1003451"
"2002","Edgardo Alfonzo","NYM","5.3","859"
"2000","Darrin Fletcher","TOR","2.8","1302"
"1948","Johnny Bucha","STL","0.0","1001615"
"1948","Johnny Hetki","CIN","0.0","1005752"
"1948","Alex Konikowski","NYG","0.1","1007095"
"1947","Johnny Pesky","BOS","4.4","1010219"
"1932","Max Bishop","PHA","3.6","1000994"
"2016","Steve Pearce","- - -","2.1","9957"
"2012","Paul Konerko","CHW","2.1","242"
"1966","Jim Ray Hart","SFG","6.1","1005448"
"1991","Lenny Dykstra","PHI","2.7","1003619"
"1992","Barry Larkin","CIN","5.3","335"
"1985","Dwight Evans","BOS","4.0","1003865"
"1935","Danny Taylor","BRO","1.8","1012865"
"1937","Italo Chelini","CHW","0.0","1002175"
"1907","Dan McGann","NYG","2.5","1008501"
"1978","Mike Ivie","SFG","2.4","1006284"
"1943","George Staller","PHA","0.5","1012391"
"1905","Fred Clarke","PIT","4.1","1002280"
"1896","Jimmy Collins","BSN","2.1","1002455"
"1997","Jason Giambi","OAK","1.7","818"
"1939","Dixie Parsons","DET","0.0","1010029"
"1920","Walt Kinney","PHA","0.2","1006947"
"1910","Jim Delahanty","DET","1.9","1003157"
"1998","Derek Bell","HOU","5.7","1000801"
"2008","Jim Thome","CHW","1.7","409"
"1980","Al Bumbry","BAL","6.1","1001649"
"1962","Al Luplow","CLE","2.1","1007842"
